3TO1sxavsQLIliltuPh5yw,13763.69231,-632.6153846,1,180.3689117,299.3236694,9
3TO1sxavsQLIliltuPh5yw,11147.07692,-740.9230769,1,180.3689117,228.6986542,10
3TO1sxavsQLIliltuPh5yw,4717.538462,-456.6153846,6,180.3689117,97.0736618,11
2zMHlmqFF6V2SHqueb1fZA,732.3076923,-627.6923077,4,89.75104523,20.6651783,12
cVV7quHvGXvu4-VKs_M9bQ,10017.23077,-916.9230769,6,89.64102173,206.2544708,13
jQdLwvjVMqab7AAsMcrVQA,1606.153846,-505.8461538,1,85.17815399,17.8169651,14
jQdLwvjVMqab7AAsMcrVQA,4750.769231,-953.8461538,1,85.17815399,87.0044632,15
jQdLwvjVMqab7AAsMcrVQA,6619.076923,-1289.846154,1,85.17815399,153.7544708,16
jQdLwvjVMqab7AAsMcrVQA,11164.30769,-867.6923077,1,85.17815399,245.2544708,17
jQdLwvjVMqab7AAsMcrVQA,11977.84615,-669.5384615,1,85.17815399,256.59375,18
jQdLwvjVMqab7AAsMcrVQA,738.4615385,-481.2307692,1,85.17815399,12.57589245,19
lk95zcW0edw2sZCB1rMPTA,15643.07692,-502.1538462,1,106.5669403,341.8660583,20
lk95zcW0edw2sZCB1rMPTA,14920.61538,-612.9230769,1,106.5669403,328.1785583,21
hYEH3dM1ydGeOvU7l906_A,9840,-493.5384615,1,255.2823944,210.609375,22
hYEH3dM1ydGeOvU7l906_A,14096,-1227.076923,4,255.2823944,308.3459778,23
bV4C_Q1VLnHuAnCl0C5n6g,86.15384615,-787.6923077,3,234.0369263,0.763392866,24
7Y3UweyyZqDYGrFaXYUyUA,7968,-1725.538462,3,90.35360718,175.7633972,25
9l6MO0OP2_Pxuyd-dbeuZg,10061.53846,-1609.846154,4,90.15838623,203.7142792,26
48JKHgwep8fxH0FYOrDxIg,10033.23077,-1492.923077,4,89.08840179,182.9017792,27
48JKHgwep8fxH0FYOrDxIg,8413.538462,-1699.692308,4,89.08840179,182.9017792,28
48JKHgwep8fxH0FYOrDxIg,6531.692308,-1377.230769,4,89.08840179,182.9017792,29
p-rJVykMOw5fr52Lo8svYw,15104,-1289.846154,4,91.30413818,333.6517944,30
