uFO9KyXGBv-ksu36gApjoA,3963,-1503,8,359.6983337402,,
uFO9KyXGBv-ksu36gApjoA,7386,-757,8,359.6983337402,,
erQFcbOWEsfSsqza0QubkA,7326,-559,8,274.7875976563,,
erQFcbOWEsfSsqza0QubkA,8901,-1515,8,274.7875976563,,
JKl0dvQHWiZfxdx-kVcp_w,8473,-232,8,161.4231262207,,
JKl0dvQHWiZfxdx-kVcp_w,1048,-1492,8,161.4231262207,,
AMy0YK5e6tKbSaD4_gU9Nw,6024,-789,8,180.2851409912,,
AMy0YK5e6tKbSaD4_gU9Nw,4526,-1208,8,180.2851409912,,
j1Mcvnzb4rb7ysFE1JsRww,11348,-1031,8,91.5864028931,,
j1Mcvnzb4rb7ysFE1JsRww,10079,-1398,8,91.5864028931,,
Po5QDjQTTSt2pnnj8x2FTQ,6273,-473,8,289.0295715332,,
Po5QDjQTTSt2pnnj8x2FTQ,4180,-1247,8,289.0295715332,,
_KTWpMwhdMQRX73aU7nkUw,8881,-1676,8,91.2274932861,,
_KTWpMwhdMQRX73aU7nkUw,7796,-998,8,91.2274932861,,
znQhUn5HqD0AddM13wEpQg,6902,-181,8,90.7447967529,,
znQhUn5HqD0AddM13wEpQg,11881,-1546,8,90.7447967529,,
ys4wJ7lkQzSPqXcrha3C7A,1948,-591,8,358.4767456055,,
ys4wJ7lkQzSPqXcrha3C7A,10395,-1495,8,358.4767456055,,
HycFAa2PpvgDJ8VciKwnsA,1310,-1014,8,199.8141479492,,
HycFAa2PpvgDJ8VciKwnsA,8646,-310,8,199.8141479492,,
hSaydddWmJSsxHfbjf5a5w,4591,-606,8,89.0101013184,,
hSaydddWmJSsxHfbjf5a5w,5605,-799,8,89.0101013184,,
Sc-IxCWmRbf0zsBZ1UBf0g,3478,-642,8,358.0955810547,,
Sc-IxCWmRbf0zsBZ1UBf0g,11988,-1509,8,358.0955810547,,
MOSA9R_KKNfhPuZMKv8VIw,10429,-33,8,119.0426254272,,
MOSA9R_KKNfhPuZMKv8VIw,9099,-562,8,119.0426254272,,
rUgMxYNWSIYHtAEbTM6BFw,3610,-1324,8,269.4727783203,,
rUgMxYNWSIYHtAEbTM6BFw,8322,-827,8,269.4727783203,,
Yok-INs7KcdX4MBf2oNtmQ,10647,-1644,8,179.8586730957,,
Yok-INs7KcdX4MBf2oNtmQ,12462,-768,8,179.8586730957,,
nNa7rni0Jsc072VR35NrMA,6764,-134,8,196.1753997803,,
nNa7rni0Jsc072VR35NrMA,11829,-1472,8,196.1753997803,,
mU_yxvMCJeek2JQmHwK7WA,1368,-1128,8,359.8518676758,,
mU_yxvMCJeek2JQmHwK7WA,4625,-30,8,359.8518676758,,
pX8k1JNtPHn6ApSLt0WG-A,7264,-1232,8,359.5624389648,,
pX8k1JNtPHn6ApSLt0WG-A,8901,-434,8,359.5624389648,,
RRrUUk5b4-UrnTzfyiH_Ng,6395,-609,8,147.8446960449,,
RRrUUk5b4-UrnTzfyiH_Ng,1244,-90,8,147.8446960449,,
k3kWlx96EklsU8dMJ4NHFw,8491,-1484,8,239.6582946777,,
k3kWlx96EklsU8dMJ4NHFw,5369,-608,8,239.6582946777,,
oNMu6wR5QjelJTVHP6QBmA,4568,-1524,8,178.7355651855,,
oNMu6wR5QjelJTVHP6QBmA,7878,-1334,8,178.7355651855,,
e9wI2ahRG382AeEfayqxag,2215,-144,8,48.1692047119,,
e9wI2ahRG382AeEfayqxag,11555,-1308,8,48.1692047119,,
saqHZp6dOhbhsLTWky1H4w,2804,-1128,8,355.128692627,,
saqHZp6dOhbhsLTWky1H4w,10147,-1509,8,355.128692627,,
YYphuyoJuOKXQ5SKeDNLZw,6571,-1608,8,237.7630615234,,
YYphuyoJuOKXQ5SKeDNLZw,5569,-1678,8,237.7630615234,,
Vyy9fUxkiJSxcJElurKAHA,8594,-411,8,88.5671768188,,
Vyy9fUxkiJSxcJElurKAHA,2337,-660,8,88.5671768188,,
