uFO9KyXGBv-ksu36gApjoA,4877.538462,-1849.846154,8,359.6983337
uFO9KyXGBv-ksu36gApjoA,9090.461538,-931.6923077,8,359.6983337
erQFcbOWEsfSsqza0QubkA,9016.615385,-688,8,274.7875977
erQFcbOWEsfSsqza0QubkA,10955.07692,-1864.615385,8,274.7875977
JKl0dvQHWiZfxdx-kVcp_w,10428.30769,-285.5384615,8,161.4231262
JKl0dvQHWiZfxdx-kVcp_w,1289.846154,-1836.307692,8,161.4231262
AMy0YK5e6tKbSaD4_gU9Nw,7414.153846,-971.0769231,8,180.285141
AMy0YK5e6tKbSaD4_gU9Nw,5570.461538,-1486.769231,8,180.285141
j1Mcvnzb4rb7ysFE1JsRww,13966.76923,-1268.923077,8,91.58640289
j1Mcvnzb4rb7ysFE1JsRww,12404.92308,-1720.615385,8,91.58640289
Po5QDjQTTSt2pnnj8x2FTQ,7720.615385,-582.1538462,8,289.0295715
Po5QDjQTTSt2pnnj8x2FTQ,5144.615385,-1534.769231,8,289.0295715
_KTWpMwhdMQRX73aU7nkUw,10930.46154,-2062.769231,8,91.22749329
_KTWpMwhdMQRX73aU7nkUw,9595.076923,-1228.307692,8,91.22749329
znQhUn5HqD0AddM13wEpQg,8494.769231,-222.7692308,8,90.74479675
znQhUn5HqD0AddM13wEpQg,14622.76923,-1902.769231,8,90.74479675
ys4wJ7lkQzSPqXcrha3C7A,2397.538462,-727.3846154,8,358.4767456
ys4wJ7lkQzSPqXcrha3C7A,12793.84615,-1840,8,358.4767456
HycFAa2PpvgDJ8VciKwnsA,1612.307692,-1248,8,199.8141479
HycFAa2PpvgDJ8VciKwnsA,10641.23077,-381.5384615,8,199.8141479
hSaydddWmJSsxHfbjf5a5w,5650.461538,-745.8461538,8,89.01010132
hSaydddWmJSsxHfbjf5a5w,6898.461538,-983.3846154,8,89.01010132
Sc-IxCWmRbf0zsBZ1UBf0g,4280.615385,-790.1538462,8,358.0955811
Sc-IxCWmRbf0zsBZ1UBf0g,14754.46154,-1857.230769,8,358.0955811
MOSA9R_KKNfhPuZMKv8VIw,12835.69231,-40.61538462,8,119.0426254
MOSA9R_KKNfhPuZMKv8VIw,11198.76923,-691.6923077,8,119.0426254
rUgMxYNWSIYHtAEbTM6BFw,4443.076923,-1629.538462,8,269.4727783
rUgMxYNWSIYHtAEbTM6BFw,10242.46154,-1017.846154,8,269.4727783
Yok-INs7KcdX4MBf2oNtmQ,13104,-2023.384615,8,179.8586731
Yok-INs7KcdX4MBf2oNtmQ,15337.84615,-945.2307692,8,179.8586731
nNa7rni0Jsc072VR35NrMA,8324.923077,-164.9230769,8,196.1753998
nNa7rni0Jsc072VR35NrMA,14558.76923,-1811.692308,8,196.1753998
mU_yxvMCJeek2JQmHwK7WA,1683.692308,-1388.307692,8,359.8518677
mU_yxvMCJeek2JQmHwK7WA,5692.307692,-36.92307692,8,359.8518677
pX8k1JNtPHn6ApSLt0WG-A,8940.307692,-1516.307692,8,359.562439
pX8k1JNtPHn6ApSLt0WG-A,10955.07692,-534.1538462,8,359.562439
RRrUUk5b4-UrnTzfyiH_Ng,7870.769231,-749.5384615,8,147.844696
RRrUUk5b4-UrnTzfyiH_Ng,1531.076923,-110.7692308,8,147.844696
k3kWlx96EklsU8dMJ4NHFw,10450.46154,-1826.461538,8,239.6582947
k3kWlx96EklsU8dMJ4NHFw,6608,-748.3076923,8,239.6582947
oNMu6wR5QjelJTVHP6QBmA,5622.153846,-1875.692308,8,178.7355652
oNMu6wR5QjelJTVHP6QBmA,9696,-1641.846154,8,178.7355652
e9wI2ahRG382AeEfayqxag,2726.153846,-177.2307692,8,48.16920471
e9wI2ahRG382AeEfayqxag,14221.53846,-1609.846154,8,48.16920471
saqHZp6dOhbhsLTWky1H4w,3451.076923,-1388.307692,8,355.1286926
saqHZp6dOhbhsLTWky1H4w,12488.61538,-1857.230769,8,355.1286926
YYphuyoJuOKXQ5SKeDNLZw,8087.384615,-1979.076923,8,237.7630615
YYphuyoJuOKXQ5SKeDNLZw,6854.153846,-2065.230769,8,237.7630615
Vyy9fUxkiJSxcJElurKAHA,10577.23077,-505.8461538,8,88.56717682
Vyy9fUxkiJSxcJElurKAHA,2876.307692,-812.3076923,8,88.56717682
9UyV-8C5lKNFt9Qg42_ZEA,2324.923077,-968.6153846,8,269.8889771
9UyV-8C5lKNFt9Qg42_ZEA,13607.38462,-1192.615385,8,269.8889771
dawrUBqWZVQOkVRF3B39gg,8989.538462,-1120,8,90.03166962
dawrUBqWZVQOkVRF3B39gg,14500.92308,-972.3076923,8,90.03166962
gJLHJ-MwXyZ6Y081y2eysg,5847.384615,-848,8,325.5856323
gJLHJ-MwXyZ6Y081y2eysg,15156.92308,-1400.615385,8,325.5856323
vBRjYSo2WAiZh0hTbiK3wQ,4908.307692,-987.0769231,8,240.0348663
vBRjYSo2WAiZh0hTbiK3wQ,14001.23077,-715.0769231,8,240.0348663
vc81FvLT-3qH9AKzLRA1pw,4552.615385,-130.4615385,8,88.00395203
vc81FvLT-3qH9AKzLRA1pw,12620.30769,-726.1538462,8,88.00395203
8HbLzG-rMJTBOqRK4-9kMw,8342.153846,-11.07692308,8,89.47435761
8HbLzG-rMJTBOqRK4-9kMw,9170.461538,-1312,8,89.47435761
Qg032Lzr0-vXsGtx9dhYLQ,9897.846154,-1422.769231,8,60.61212158
Qg032Lzr0-vXsGtx9dhYLQ,8845.538462,-1353.846154,8,60.61212158
JRlvgZQFnaRiFEqWYJIQHA,4631.384615,-1458.461538,8,87.85487366
JRlvgZQFnaRiFEqWYJIQHA,5307.076923,-478.7692308,8,87.85487366
RgAYCVuHf6sd0iTrBNwUnQ,3373.538462,-486.1538462,8,89.83127594
RgAYCVuHf6sd0iTrBNwUnQ,2706.461538,-1763.692308,8,89.83127594
Nii731OSX5CQ9AIRXTEcdg,9608.615385,-323.6923077,8,180.1512451
Nii731OSX5CQ9AIRXTEcdg,1561.846154,-1159.384615,8,180.1512451
pJ31pvi0W8a716a4-DdrJw,5346.461538,-1556.923077,8,359.8887024
pJ31pvi0W8a716a4-DdrJw,13944.61538,-276.9230769,8,359.8887024
KupZYyugFrMfdMb63NOztQ,10233.84615,-953.8461538,8,194.9432526
KupZYyugFrMfdMb63NOztQ,1176.615385,-33.23076923,8,194.9432526
ay5jyffcd7FDYXHblZO0Og,727.3846154,-1331.692308,8,90.39790344
ay5jyffcd7FDYXHblZO0Og,14345.84615,-1172.923077,8,90.39790344
rjt3nueZcPfNxO7DM4bjjg,2712.615385,-568.6153846,8,254.3079834
rjt3nueZcPfNxO7DM4bjjg,6416,-1742.769231,8,254.3079834
cmucC73cw4gRsuMaUi4rrg,14164.92308,-1984,8,329.4599915
cmucC73cw4gRsuMaUi4rrg,3101.538462,-1565.538462,8,329.4599915
JghltopjwDUBDFPzINbmMw,11982.76923,-1204.923077,8,24.22348785
