stxXyCKAbd73DmkM2vsIHA,9676,-455,1,50.4137916565,253.375,t
stxXyCKAbd73DmkM2vsIHA,8203,-355,1,50.4137916565,200,t
stxXyCKAbd73DmkM2vsIHA,7738,-341,2,50.4137916565,200,t
stxXyCKAbd73DmkM2vsIHA,4885,-848,1,50.4137916565,97,t
stxXyCKAbd73DmkM2vsIHA,2814,-560,7,50.4137916565,97,t
stxXyCKAbd73DmkM2vsIHA,3930,-1013,1,50.4137916565,97,t
stxXyCKAbd73DmkM2vsIHA,805,-758,1,50.4137916565,7,t
hXlPoi3-dwfgmXBWL-yJlw,6673,-1337,1,120.490737915,188.9375,t
hXlPoi3-dwfgmXBWL-yJlw,13240,-493,1,120.490737915,352.75,t
Y55LO6eZzegqLNJRHcMrnQ,12177,-678,3,88.4250488281,327.25,t
jkXcvUFZdDZnUlhVB8W03w,1319,-528,3,89.4059448242,14.875,t
9AtO470FyzSn_-XZ-6TPYQ,8574,-778,1,149.3485717773,229.1875,t
9AtO470FyzSn_-XZ-6TPYQ,2068,-947,1,149.3485717773,45.0625,t
KWK1kxnnYit5_5_iR404bw,9245,-360,4,171.4203796387,252.6808013916,t
stxXyCKAbd73DmkM2vsIHA,9682,-466,1,50.4137916565,262,t
stxXyCKAbd73DmkM2vsIHA,8184,-331,1,50.4137916565,200,t
stxXyCKAbd73DmkM2vsIHA,7737,-350,2,50.4137916565,200,t
stxXyCKAbd73DmkM2vsIHA,4860,-814,1,50.4137916565,107.9375,t
stxXyCKAbd73DmkM2vsIHA,2783,-591,7,50.4137916565,107.9375,t
stxXyCKAbd73DmkM2vsIHA,3838,-940,1,50.4137916565,107.9375,t
stxXyCKAbd73DmkM2vsIHA,698,-737,1,50.4137916565,7.375,t
dslJGqaol13AzhdnPA1epA,6649,-1455,1,116.283493042,157.75,t
kI15oZgTQY8bxvRp-Io7nw,5981,-1557,1,44.9005012512,152.875,t
1IV2IjxbPQem-FE5LwIHFg,6991,-667,2,221.2224273682,207.125,t
1IV2IjxbPQem-FE5LwIHFg,6475,-495,2,221.2224273682,207.125,t
1IV2IjxbPQem-FE5LwIHFg,11335,-1676,2,221.2224273682,336.5,t
1IV2IjxbPQem-FE5LwIHFg,11076,-1042,7,221.2224273682,306.6875,t
q5KyS5ERjAw3HJOHVigtBQ,11724,-712,2,263.9360961914,294.3125,t
q5KyS5ERjAw3HJOHVigtBQ,8523,-745,2,263.9360961914,227.9375,t
PcTO1ojaE8KJC9Wv7IkvtQ,6679,-594,2,296.1856079102,188.1875,t
PcTO1ojaE8KJC9Wv7IkvtQ,8091,-279,7,296.1856079102,210.875,t
PcTO1ojaE8KJC9Wv7IkvtQ,6755,-361,7,296.1856079102,210.875,t
PcTO1ojaE8KJC9Wv7IkvtQ,1236,-1050,2,296.1856079102,10.4375,t
PcTO1ojaE8KJC9Wv7IkvtQ,109,-896,2,296.1856079102,10.4375,t
PcTO1ojaE8KJC9Wv7IkvtQ,11083,-430,2,296.1856079102,302.9375,t
PcTO1ojaE8KJC9Wv7IkvtQ,10550,-401,2,296.1856079102,302.9375,t
PcTO1ojaE8KJC9Wv7IkvtQ,8393,-388,2,296.1856079102,238.1964263916,t
PcTO1ojaE8KJC9Wv7IkvtQ,8901,-390,2,296.1856079102,238.1964263916,t
9riXZ2xUupwAcNIwYwvLPQ,4721,-907,2,354.4130249023,133.7946472168,t
9riXZ2xUupwAcNIwYwvLPQ,4608,-907,7,354.4130249023,133.7946472168,t
9riXZ2xUupwAcNIwYwvLPQ,8701,-810,2,354.4130249023,247.0446472168,t
IHCVEVCRVEajB2V16oGo1A,1341,-319,3,359.6306762695,48.8571434021,t
IHCVEVCRVEajB2V16oGo1A,2457,-621,4,359.6306762695,73.6071395874,t
ZYVCzCEILuqcZD8ZjujoPA,2508,-595,3,2.20104599,67.7946395874,t
owZMZwJ5iuGtNh_7XJ8XmA,2399,-1287,2,7.4773449898,69.1071395874,t
owZMZwJ5iuGtNh_7XJ8XmA,2027,-680,2,7.4773449898,60.7678565979,t
owZMZwJ5iuGtNh_7XJ8XmA,10939,-494,2,7.4773449898,301.75,t
owZMZwJ5iuGtNh_7XJ8XmA,10523,-718,2,7.4773449898,301.75,t
owZMZwJ5iuGtNh_7XJ8XmA,12167,-271,2,7.4773449898,335.0825805664,t
owZMZwJ5iuGtNh_7XJ8XmA,12535,-248,1,7.4773449898,335.0825805664,t
owZMZwJ5iuGtNh_7XJ8XmA,494,-306,2,7.4773449898,13.5669641495,t
SsYztM3Os1NMBq60lkH2yg,1143,-932,2,271.213684082,37.5848197937,t
SsYztM3Os1NMBq60lkH2yg,11605,-550,1,271.213684082,310.0848083496,t
SsYztM3Os1NMBq60lkH2yg,10904,-560,2,271.213684082,310.0848083496,t
uenD-_VZrSvWF6jetDL3Yw,2233,-918,1,10.6336145401,51.875,t
uenD-_VZrSvWF6jetDL3Yw,5572,-354,1,10.6336145401,138.4821472168,t
jtwALhcZU6Il2fo8v2vnyA,5296,-399,7,359.3875732422,136.6830291748,t
WXRDGibaKnsrauty1c2Miw,3839,-1032,7,359.3731994629,104.2455368042,t
2eYkFwAjX8WSdEP9kIsjiA,4998,-710,7,359.6789245605,104.2455368042,t
AzRMi1QDx307MYxzC40VgA,760,-587,4,318.6332702637,23.5892848969,t
AzRMi1QDx307MYxzC40VgA,3618,-630,3,318.6332702637,97.8861618042,t
uM6wn0rlNgEK01aY-fu5gg,3153,-507,2,159.9703674316,86.9553604126,t
CF0rhBWIrMMn8lFbXNyH5g,7862,-974,1,161.7272491455,189.8303527832,t
JqZL4v17061xLu9_dIm7Sw,3882,-322,7,91.0546264648,72.875,t
M3o33YTJwH4CeFrnb9jnjg,9356,-479,7,91.0191421509,254.0625,t
-XZaj4wFoZL5w3HcCjGoqQ,8769,-908,7,95.7769927979,225.5803527832,t
A1_vBCYER27l6R8a888A2Q,4968,-740,1,88.3840255737,135.1919708252,t
_vW20_9BloQRR2tXYLdwmg,3679,-851,1,333.8471984863,107.9955368042,t
_vW20_9BloQRR2tXYLdwmg,8134,-751,1,333.8471984863,221.0580291748,t
XnZfY7alIA4mY1uPpRfM_A,1604,-933,7,343.1481323242,45.7455368042,t
XnZfY7alIA4mY1uPpRfM_A,3600,-750,7,343.1481323242,95.0580368042,t
bE2Y5yUGC26OZZfNQkCM8w,4250,-778,7,351.6596984863,155.6205291748,t
bE2Y5yUGC26OZZfNQkCM8w,5236,-306,7,351.6596984863,155.6205291748,t
J2kibZDbGopTtf8IgZ7jbA,5297,-592,7,357.9968566895,178.1205291748,t
J2kibZDbGopTtf8IgZ7jbA,5753,-119,7,357.9968566895,178.1205291748,t
gB0FxGZYnfXzkgshCnAFfw,4214,-814,7,359.5095825195,136.6830291748,t
gB0FxGZYnfXzkgshCnAFfw,5525,-262,7,359.5095825195,136.6830291748,t
7UGpAOf0_RYuHWNBV33RIw,4860,-684,7,359.8132019043,153.1830291748,t
hE1xMUSNmxOgHlrlLQqDJQ,5029,-631,7,0.8349831104,153.1830291748,t
ADTni7z8Z0Xbw5VNQ8YWuA,4605,-483,7,359.8734741211,149.4330291748,t
88a4z6z_voL1n-6-lVbBRg,4648,-568,7,3.0132215023,149.2455291748,t
LSyfZLdcjv6eu_bitFiNVg,10768,-916,1,29.255657196,269.8080444336,t
LSyfZLdcjv6eu_bitFiNVg,3848,-404,7,29.255657196,115.1205368042,t
VWRbXXMUPciu_Y16bPfokQ,5014,-311,7,322.4201660156,115.1205368042,t
VWRbXXMUPciu_Y16bPfokQ,5419,-215,7,322.4201660156,164.6205291748,t
VWRbXXMUPciu_Y16bPfokQ,8330,-787,1,322.4201660156,227.6205291748,t
BPPd_8n6YoMb-LUHlF3GVQ,12761,-1044,1,108.1040802002,326.2455444336,t
c5AAk7ZTCiWc5vBdnqaIgw,10909,-1350,1,41.8787689209,305.0580444336,t
AzRMi1QDx307MYxzC40VgA,3934,-561,1,318.6332702637,101.625,t
AzRMi1QDx307MYxzC40VgA,3134,-753,4,318.6332702637,60.5267868042,t
AzRMi1QDx307MYxzC40VgA,4044,-411,4,318.6332702637,107.7767868042,t
uM6wn0rlNgEK01aY-fu5gg,7445,-1433,2,159.9703674316,195.8303527832,t
6-AeGCzECPbLmjAlVy-P_w,8136,-943,1,162.1139831543,194.1428527832,t
6-AeGCzECPbLmjAlVy-P_w,7114,-955,2,162.1139831543,194.1428527832,t
vrFoOPt7tbNNEH4suln3cg,5955,-1051,1,18.6972084045,126.6428604126,t
vrFoOPt7tbNNEH4suln3cg,4551,-1584,1,18.6972084045,116.1428604126,t
vrFoOPt7tbNNEH4suln3cg,12982,-928,1,18.6972084045,356.1428527832,t
JqZL4v17061xLu9_dIm7Sw,9249,-644,7,91.0546264648,246.5,t
JqZL4v17061xLu9_dIm7Sw,5898,-1220,7,91.0546264648,149.5625,t
JqZL4v17061xLu9_dIm7Sw,4391,-654,7,91.0546264648,149.5625,t
B2OAwuQrdguNrkBO6By3aw,9392,-566,7,90.9299621582,246.1160736084,t
O8rHfl-WIIQBl7cu6cKSzA,9468,-514,7,91.2034378052,254.0625,t
fzi6Vd8ZOTj-JIV8vUTCPg,9347,-604,7,91.3789596558,244.6875,t
ORgvOGODAdgerifMHJEkgA,9315,-556,7,91.606842041,244.6875,t
j0xZfFFbYgdPk_lk7H9mUQ,9215,-613,7,91.9094009399,242.9017791748,t
awHIrjLuUBNN_TnRunGfeA,9227,-592,7,92.5885009766,242.9017791748,t
ozG26t0i-neKiKfKrEaOKQ,1715,-281,4,121.8494644165,41.6294631958,t
ZCqrezEIgnCyNfGkBsDvQg,12975,-439,6,89.87084198,353.4196472168,t
ZCqrezEIgnCyNfGkBsDvQg,11891,-289,6,89.87084198,325.7410583496,t
A1_vBCYER27l6R8a888A2Q,1091,-512,1,88.3840255737,30.84375,t
QVqPwhjOWqHFXcljDkl8dg,8884,-602,7,88.1880340576,235.5848236084,t
GkYD27DV4kvEWhLVdPwNaw,6105,-1412,7,89.5842971802,136.4330291748,t
GkYD27DV4kvEWhLVdPwNaw,7932,-1278,7,89.5842971802,219.4955291748,t
GkYD27DV4kvEWhLVdPwNaw,9032,-812,7,89.5842971802,219.4955291748,t
GkYD27DV4kvEWhLVdPwNaw,9365,-474,7,89.5842971802,219.4955291748,t
t5pMaCm7MQKPui_1kOnbFw,3920,-387,1,188.674987793,111.421875,t
t5pMaCm7MQKPui_1kOnbFw,8544,-808,1,188.674987793,227.9397277832,t
1xaPcAQBEOd9o_JqalvfxA,1229,-328,1,174.3788909912,37.625,t
1xaPcAQBEOd9o_JqalvfxA,1229,-328,1,174.3788909912,37.625,t
1xaPcAQBEOd9o_JqalvfxA,3301,-457,1,174.3788909912,91.609375,t
1xaPcAQBEOd9o_JqalvfxA,9315,-1006,1,174.3788909912,246.8482208252,t
1xaPcAQBEOd9o_JqalvfxA,8091,-760,3,174.3788909912,227.8303527832,t
1xaPcAQBEOd9o_JqalvfxA,12148,-431,1,174.3788909912,333.7611694336,t
